brand,model,network_technology,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
LG,Stylo 3 Plus,GSM / HSPA / LTE,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,LTE band 2(1900)| 4(1700/2100)| 5(850)| 12(700)| 66(1700/2100),HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017  May,Available. Released 2017  May,155.7 x 79.8 x 7.4 mm (6.13 x 3.14 x 0.29 in),150,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.7 inches (~72.1% screen-to-body ratio),1080 x 1920 pixels (~386 ppi pixel density),Android 7.0 (Nougat),Octa-core 1.4 GHz Cortex-A53,Qualcomm MSM8940 Snapdragon 435,Adreno 505,microSD  up to 256 GB,32 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| WiFi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS,Yes,To be confirmed,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Li-Ion 3080 mAh battery,Titan,260,http://cdn2.gsmarena.com/vv/bigpic/lg-stylo-3-plus.jpg
Motorola,Moto Z,GSM / CDMA / HSPA / EVDO / LTE,HSDPA 850 / 900 / 1900 / 2100 - USA,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 13(700) - USA,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat9 450/50 Mbps  EV-DO Rev.A 3.1 Mbps - USA,Yes,Yes,2016  June,Available. Released 2016  September,153.3 x 75.3 x 5.2 mm (6.04 x 2.96 x 0.20 in),136,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,5.5 inches (~72.0% screen-to-body ratio),1440 x 2560 pixels (~535 ppi pixel density),Android 6.0.1 (Marshmallow)| upgradable to 7.0 (Nougat),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo) - USA,Qualcomm MSM8996 Snapdragon 820,Adreno 530,microSD  up to 256 GB (dedicated slot),32/64 GB,4 GB RAM,13 MP| f/1.8| laser autofocus| OIS| dual-LED (dual tone) flash| ,5 MP| f/2.2| 1.4 µm pixel size| LED flash| 1080p,Yes,No,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio,Type-C 1.0 reversible connector| USB On-The-Go; magnetic connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2600 mAh battery,Black/Gray| Black/Rose Gold| Black/Gold| White,540,http://cdn2.gsmarena.com/vv/bigpic/motorola-moto-z.jpg
Samsung,Galaxy On8,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  September,Available. Released 2016  October,151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),169,Dual SIM (Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~72.3% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 1.6 GHz Cortex-A53,Exynos 7580 Octa,Mali-T720MP2,microSD  up to 256 GB (dedicated slot),16 GB,3 GB RAM,13 MP| f/1.9| 28mm| autofocus| LED flash,5 MP| f/1.9| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.1| A2DP,Yes with A-GPS GLONASS,Yes,FM radio| RDS| recording,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 3300 mAh battery,White| Black| Gold,300,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-2016.jpg
Samsung,Galaxy J5 (2016),GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800),HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016  March,Available. Released 2016  April,145.8 x 72.3 x 8.1 mm (5.74 x 2.85 x 0.32 in),159,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~70.7% screen-to-body ratio),720 x 1280 pixels (~282 ppi pixel density),Android 6.0.1 (Marshmallow),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/1.9| 28mm| autofocus| LED flash| ,5 MP| f/1.9| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.1| A2DP,Yes with A-GPS GLONASS,Yes (market dependant),FM radio| RDS| recording,microUSB 2.0| USB On-The-Go,Accelerometer| proximity,Removable Li-Ion 3100 mAh battery,White| Black| Gold| Rose Gold,190,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-2016r.jpg
Samsung,Galaxy J7 (2016),GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 40(2300),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  March,Available. Released 2016  April,151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),170,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~72.3% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8952 Snapdragon 617,Adreno 405,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/1.9| 28mm| autofocus| LED flash| ,5 MP| f/1.9| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.1| A2DP,Yes with A-GPS GLONASS BDS,Yes (market dependent for dual-SIM model),FM radio| RDS| recording,microUSB 2.0| USB On-The-Go,Accelerometer| proximity,Removable Li-Ion 3300 mAh battery,White| Black| Gold| Rose Gold,230,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-2016.jpg
Samsung,Galaxy Xcover 4,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 38(2600)| 40(2300),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2017  March,Available. Released 2017  April,146.2 x 73.3 x 9.7 mm (5.76 x 2.89 x 0.38 in),172,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~64.3% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 7.0 (Nougat),Quad-core 1.4 GHz Cortex-A53,Exynos 7570 Quad,Mali-T720MP2,microSD  up to 256 GB,16 GB,2 GB RAM,13 MP| f/1.9| autofocus| LED flash,5 MP| f/2.2,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| WiFi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS BDS,Yes,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2800 mAh battery,Gray,240,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover4-g390f-.jpg
Samsung,Galaxy A3 (2017),GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 40(2300),HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017  January,Available. Released 2017  January,135.4 x 66.2 x 7.9 mm (5.33 x 2.61 x 0.31 in),138,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,4.7 inches (~67.9% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core 1.6 GHz Cortex-A53,Exynos 7870 Octa,Mali-T830,microSD  up to 256 GB (dedicated slot) - single SIM,16 GB,2 GB RAM,13 MP| f/1.9| autofocus| LED flash| ,8 MP| f/1.9,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio,2.0| Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 2350 mAh battery,Black Sky| Gold Sand| Blue Mist| Peach Cloud,330,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a3-2017.jpg
Lenovo,P2,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 20(800)| 28(700)| 38(2600)| 40(2300),HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016  September,Available. Released 2016  November,153 x 76 x 8.3 mm (6.02 x 2.99 x 0.33 in),177,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~71.7% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 6.0.1 (Marshmallow)| upgradable to 7.0 (Nougat),Octa-core 2.0 GHz Cortex-A53,Qualcomm MSM8953 Snapdragon 625,Adreno 506,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3/4 GB RAM or 64 GB| 4 GB RAM,13 MP| f/2.0| 21mm| phase detection autofocus| dual-LED (dual tone) flash| ,5 MP| f/2.2| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio; recording,microUSB 2.0| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 5100 mAh battery,Champagne gold| Graphite gray,240,http://cdn2.gsmarena.com/vv/bigpic/lenovo-p2.jpg
HTC,Desire 650,GSM / HSPA / LTE,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 20(800)| 28(700)| 38(2600),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  November,Available. Released 2016  December,146.9 x 70.9 x 8.4 mm (5.78 x 2.79 x 0.33 in),140,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.6 GHz Cortex-A7,Qualcomm MSM8928 Snapdragon 400,Adreno 405,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| 28mm| autofocus| LED flash,5 MP| f/2.8| 34mm| 1080p| HDR,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS,Yes (EMEA only),FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2200 mAh battery,Dark blue| White,200,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-650.jpg
HTC,One S9,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 28(700)| 38(2600)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2016  April,Available. Released 2016  June,144.6 x 69.7 x 10.1 mm (5.69 x 2.74 x 0.40 in),158,Nano-SIM,Super LCD capacitive touchscreen  16M colors,5.0 inches (~68.4% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 6.0 (Marshmallow),Octa-core 2.0 GHz Cortex-A53,Mediatek MT6795 Helio X10,PowerVR G6200,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| 28mm| autofocus| OIS| dual-LED (dual tone) flash,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR",Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP,Yes with A-GPS GLONASS BDS,Yes,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2840 mAh battery,Silver| Gold,270,http://cdn2.gsmarena.com/vv/bigpic/htc-s9.jpg
HTC,One M9 Prime Camera,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 28(700)| 38(2600)| 40(2300)| 41(2500),HSPA 42.2/21.1 Mbps  LTE Cat6 300/50 Mbps,Yes,Yes,2016  May,Available. Released 2016  May,144.6 x 69.7 x 9.6 mm (5.69 x 2.74 x 0.38 in),158,Nano-SIM,Super LCD3 capacitive touchscreen  16M colors,5.0 inches (~68.4% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 5.0 (Lollipop),Octa-core 2.2 GHz Cortex-A53,Mediatek MT6795T Helio X10,PowerVR G6200,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| 28mm| autofocus| OIS| dual-LED (dual tone) flash,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR",Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS BDS,Yes,Stereo FM radio| RDS,microUSB 2.0 (MHL 3.0 TV-out)| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2840 mAh battery,Gunmetal Gray| Gold| Silver/Gold,390,http://cdn2.gsmarena.com/vv/bigpic/htc-one-m9s-.jpg
HTC,Desire 830,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - EMEA,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  May,Available. Released 2016  May,157.5 x 78.9 x 7.8 mm (6.20 x 3.11 x 0.31 in),156,Dual SIM (Nano-SIM| dual stand-by),Super LCD capacitive touchscreen  16M colors,5.5 inches (~67.1% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 6.0 (Marshmallow),Octa-core 1.5 GHz Cortex-A53,Mediatek MT6795 Helio X10,PowerVR G6200,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,13 MP| f/2.0| 28mm| autofocus| OIS| LED flash,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR",Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP,Yes with A-GPS GLONASS,Yes (market dependant),FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 2800 mAh battery,White/Blue| White/Red,280,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-830.jpg
Motorola,Moto E4 Plus,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 4(1700/2100)| 5(850)| 8(900)| 20(800)| 38(2600)| 40(2300),HSPA  LTE,Yes,Yes,2017  June,Available. Released 2017  June,155 x 77.5 x 9.6 mm (6.10 x 3.05 x 0.38 in),198,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~69.4% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 7.1.1 (Nougat),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6737,Mali-T720,microSD  up to 128 GB,16 GB,3 GB RAM,13 MP| f/2.0| autofocus| LED flash,5 MP| f/2.2| 1.4 µm pixel size| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 5000 mAh battery,Iron Gray| Fine Gold| Oxford Blue,190,http://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e4-plus.jpg
Sony,Xperia E5,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 - F3311,LTE band 1(2100)| 2(1900)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - F3311,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Up to 85.6 kbps,Up to 236.8 kbps,2016  May,Available. Released 2016  June,144 x 69 x 8.2 mm (5.67 x 2.72 x 0.32 in),147,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~69.4% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD  up to 256 GB (dedicated slot),16 GB,1.5 GB RAM,13 MP| f/2.0| autofocus| LED flash| ,5 MP| f/2.4,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,4.1| A2DP| aptX,Yes with A-GPS,Yes,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Po 2300 mAh battery,Graphite Black| White,150,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-e5r.jpg
Huawei,P9 lite,GSM / HSPA / LTE,HSDPA 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800),HSPA 42.2/5.76 Mbps  LTE Cat6 300/50 Mbps,Yes,Yes,2016  April,Available. Released 2016  April,146.8 x 72.6 x 7.5 mm (5.78 x 2.86 x 0.30 in),147,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.2 inches (~69.9% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 6.0 (Marshmallow)| upgradable to 7.0 (Nougat),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),HiSilicon Kirin 650,Mali-T830MP2,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2/3 GB RAM,13 MP| f/2.0| autofocus| LED flash| ,8 MP| f/2.0,Yes,Yes,Wi-Fi 802.11 b/g/n| WiFi Direct| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS,Yes (L31| L21 only),FM radio,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| proximity| compass,Non-removable 3000 mAh battery,Black| White| Gold,250,http://cdn2.gsmarena.com/vv/bigpic/huawei-p9-lite-r1.jpg
alcatel,Idol 4,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 - 6055Y| 6055K| 6055B| 6055I,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800)| 28(700) - 6055K,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps or LTE Cat6 300/50 Mbps,Yes,Yes,2016  February,Available. Released 2016  June,147 x 72.5 x 7.1 mm (5.79 x 2.85 x 0.28 in),135,Dual SIM (Nano-SIM| dual stand-by) - 6055K| 6055I,LTPS IPS LCD capacitive touchscreen  16M colors,5.2 inches (~69.9% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 6.0.1 (Marshmallow),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Qualcomm MSM8952 Snapdragon 617,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM - 6055Y| 6055K,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,8 MP| 1080p| LED flash,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS,Yes,FM radio| RDS,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2610 mAh battery,Gold| Dark Gray| Rose Gold| Metal Silver,250,http://cdn2.gsmarena.com/vv/bigpic/alcatel-idol-4--.jpg
BlackBerry,DTEK50,GSM / HSPA / LTE,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 12(700)| 17(700)| 20(800)| 29(700)| 30(2300) - USA,HSPA  LTE,Yes,Yes,2016  July,Available. Released 2016  August,147 x 72.5 x 7.4 mm (5.79 x 2.85 x 0.29 in),135,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.2 inches (~69.9% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 6.0 (Marshmallow),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Qualcomm MSM8952 Snapdragon 617,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),16 GB,3 GB RAM,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,8 MP| f/2.2| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.2| A2DP| LE| EDR,Yes with A-GPS GLONASS BDS,Yes,FM radio,microUSB 2.0| USB On-The-Go,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2610 mAh battery,Black,270,http://cdn2.gsmarena.com/vv/bigpic/bb-dtek.jpg
Sony,Xperia XA Dual,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 - F3112| ,LTE band 1(2100)| 2(1900)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - F3112,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Up to 85.6 kbps,Up to 236.8 kbps,2016  February,Available. Released 2016  June,143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in),137.4,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~71.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0.1 (Marshmallow)| upgradable to 7.0 (Nougat),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| phase detection autofocus| LED flash,"8 MP| 1/4"" sensor size| autofocus| 1080p| HDR",Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| LE| aptX,Yes with A-GPS GLONASS,Yes,FM radio| RDS,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Non-removable Li-Ion 2300 mAh battery,White| Graphite Black| Lime Gold| Rose Gold,250,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-xa--.jpg
Sony,Xperia XA,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 - F3111| F3115,LTE band 1(2100)| 2(1900)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - F3111,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Up to 85.6 kbps,Up to 236.8 kbps,2016  February,Available. Released 2016  June,143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in),137.4,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~71.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0.1 (Marshmallow)| planned upgrade to 7.0 (Nougat),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| phase detection autofocus| LED flash| ,"8 MP| f/2.0| 1/4"" sensor size| autofocus| 1080p| HDR",Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| LE| aptX,Yes with A-GPS GLONASS,Yes,FM radio| RDS,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Non-removable Li-Ion 2300 mAh battery,White| Graphite Black| Lime Gold| Rose Gold,200,http://cdn2.gsmarena.com/vv/bigpic/sony-xperia-xa--.jpg
HTC,One A9s,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 17(700)| 28(700)| 38(2600)| 40(2300),HSPA 42.2/5.76 Mbps  LTE Cat6 300/50 Mbps,Yes,Yes,2016  September,Available. Released 2016  November,146.5 x 71.5 x 8 mm (5.77 x 2.81 x 0.31 in),149.8,Nano-SIM,Super LCD capacitive touchscreen  16M colors,5.0 inches (~65.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM or 32 GB| 3 GB RAM,13 MP| f/2.2| 28mm| autofocus| LED flash,5 MP| f/2.8| 33.7 mm| 1.12 µm pixel size,Yes,Yes,Wi-Fi 802.11 a/b/g/n| hotspot,4.2| A2DP,Yes with A-GPS GLONASS,Yes (payments only),FM radio,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 2300 mAh battery,Black| Silver| Gold,350,http://cdn2.gsmarena.com/vv/bigpic/htc-a9sr.jpg
LG,Stylus 3,GSM / CDMA / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 2(1900)| 4(1700/2100)| 5(850)| 12(700)| 25(1900)| 26(850)| 41(2500) - LS777,HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2016  December,Available. Released 2017  March,155.6 x 79.8 x 7.4 mm (6.13 x 3.14 x 0.29 in),149,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.7 inches (~72.1% screen-to-body ratio),720 x 1280 pixels (~258 ppi pixel density),Android 7.0 (Nougat),Octa-core 1.5 GHz Cortex-A53 - M400DK,Mediatek MT6750 - M400DK,Mali-T860MP2 - M400DK,microSD  up to 256 GB,16 GB,3 GB RAM (M400DK) or 2 GB RAM (K10 Pro| LS777),13 MP| f/2.2| autofocus| LED flash,5 MP (Stylus 3) / 8 MP (Stylo 3| M400DK),Yes,Yes,Wi-Fi 802.11 b/g/n| WiFi Direct| DLNA| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS,Yes,Stereo FM radio with RDS; recording,microUSB 2.0| USB On-The-Go,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Removable Li-Ion 3200 mAh battery,Titan| Pink gold,200,http://cdn2.gsmarena.com/vv/bigpic/lg-stylus-3-.jpg
